,Techie,Tenure,MonthlyCharge,Male,One_year,Two_year
8548,0,67.39326,174.9768,1.0,0.0,0.0
223,0,2.581692044,134.950905,0.0,0.0,1.0
5820,0,66.70369,137.4684,1.0,1.0,0.0
8855,0,62.5567,200.1185,1.0,0.0,0.0
762,0,11.48773622,137.487242,1.0,1.0,0.0
7367,0,58.80144,159.9794,0.0,0.0,0.0
7362,0,68.80222,232.652,0.0,0.0,0.0
6152,0,65.79896,199.9902,0.0,0.0,1.0
9404,0,58.15209,179.9476,1.0,0.0,1.0
2458,0,15.4459,182.4433,0.0,0.0,0.0
9859,0,58.61361,157.4698,1.0,0.0,0.0
1537,0,2.067992783,119.95684,1.0,0.0,1.0
8186,0,55.09556,127.4586,0.0,0.0,1.0
9246,0,50.79108,147.4713,1.0,0.0,0.0
7118,1,63.6037,217.484,0.0,0.0,0.0
6328,0,55.11933,187.4847,0.0,0.0,0.0
2915,0,17.53363,199.9902,1.0,0.0,0.0
5608,0,39.61469,175.1331,0.0,1.0,0.0
2696,0,21.09953,174.9882,1.0,0.0,0.0
2671,0,3.700985,252.624,1.0,0.0,0.0
9024,0,68.49174,184.961,1.0,1.0,0.0
3896,0,8.386574,142.4526,0.0,0.0,1.0
289,0,12.75609778,117.439154,1.0,0.0,0.0
1445,0,5.414586898,187.513939,0.0,0.0,1.0
7835,0,58.12044,240.1149,1.0,1.0,0.0
6165,0,61.53705,149.9447,1.0,0.0,0.0
8863,0,61.18471,117.4686,1.0,0.0,1.0
1688,0,1.030630574,147.442069,1.0,0.0,0.0
6774,1,71.73682,152.509,1.0,1.0,0.0
2036,0,7.231407,149.9447,1.0,0.0,0.0
9721,0,71.68601,172.4441,0.0,0.0,1.0
5859,0,47.78655,172.4441,1.0,1.0,0.0
3415,0,2.579229,230.1344,1.0,1.0,0.0
1943,1,24.37711744,204.961033,0.0,0.0,0.0
5570,0,61.42037,210.1518,1.0,0.0,1.0
8893,0,71.64551,225.1457,0.0,0.0,0.0
1847,0,14.26734448,147.442069,0.0,0.0,0.0
2437,0,19.93923,242.6573,0.0,0.0,0.0
2235,1,18.5303,220.1185,0.0,1.0,0.0
1148,0,8.889790813,202.636202,0.0,0.0,0.0
606,0,7.737353244,142.471255,0.0,0.0,0.0
2817,0,4.848049,149.9778,0.0,0.0,0.0
7956,0,70.27195,217.484,0.0,0.0,0.0
7724,1,58.2078,169.9928,0.0,0.0,0.0
6587,0,50.61987,147.4738,0.0,0.0,0.0
3845,0,1.20533,212.6415,0.0,0.0,0.0
985,0,19.02547148,222.636202,1.0,0.0,0.0
3921,0,4.655119,139.9792,1.0,0.0,0.0
2684,1,5.614074,127.4421,0.0,1.0,0.0
5383,0,68.14471,175.1331,1.0,0.0,1.0
3634,0,2.871903,152.4742,1.0,1.0,0.0
7418,0,64.86671,179.9794,1.0,1.0,0.0
6349,0,66.67669,202.4433,0.0,0.0,1.0
9025,0,70.40902,232.6415,1.0,0.0,0.0
3762,0,12.66908,174.9882,1.0,1.0,0.0
6552,0,42.43922,192.4567,1.0,0.0,0.0
6963,0,69.97948,139.965,1.0,0.0,0.0
7963,1,58.58252,157.4836,0.0,0.0,1.0
6655,0,39.95689,182.4653,1.0,0.0,0.0
5031,0,67.11782,137.4616,0.0,1.0,0.0
8726,0,70.33975,162.4676,0.0,0.0,0.0
9003,0,59.6293,187.656,1.0,0.0,0.0
6680,0,62.83586,242.6143,0.0,1.0,0.0
7916,0,55.29166,149.9378,1.0,1.0,0.0
3319,0,4.026439,104.9781,1.0,0.0,1.0
8992,0,54.28874,204.9634,0.0,0.0,0.0
5130,1,60.38138,162.4526,0.0,0.0,0.0
6325,1,53.02286,129.9915,1.0,0.0,0.0
7550,1,69.97129,192.4705,1.0,0.0,0.0
8943,0,63.43387,162.447,1.0,0.0,0.0
9641,0,52.4705,197.6288,0.0,0.0,0.0
2446,0,2.077466,235.1372,1.0,0.0,0.0
3587,0,2.317456,197.6288,0.0,1.0,0.0
4118,1,12.64925,187.656,0.0,0.0,0.0
3348,0,1.822794,210.1518,1.0,0.0,1.0
471,0,14.68600159,172.44408,1.0,0.0,0.0
4590,1,17.38432,174.9744,0.0,0.0,0.0
348,0,1.281566108,152.495236,1.0,0.0,0.0
1248,0,2.694014031,157.483594,1.0,0.0,0.0
1436,0,20.96098587,214.966286,0.0,0.0,0.0
9098,0,50.30932,172.4871,1.0,0.0,1.0
9230,1,50.84459,235.1884,0.0,0.0,1.0
5321,0,67.78257,194.9992,1.0,0.0,0.0
7199,0,49.74162,255.1372,1.0,1.0,0.0
113,0,17.88002366,112.455141,1.0,0.0,0.0
4254,0,1.14019,127.525,1.0,0.0,1.0
1440,0,10.99225739,129.994975,0.0,0.0,0.0
7,1,4.26425515,114.950905,0.0,0.0,0.0
5248,1,65.28829,210.1051,0.0,1.0,0.0
6581,0,63.21825,107.4806,0.0,0.0,0.0
1495,0,14.60426293,144.960655,0.0,1.0,0.0
9499,0,51.43424,169.9447,0.0,0.0,1.0
5375,0,67.77122,137.4392,1.0,0.0,0.0
1393,0,2.619468979,162.468917,0.0,0.0,1.0
4805,0,13.74701,214.9525,1.0,0.0,0.0
6810,0,55.01782,159.9642,0.0,0.0,0.0
2886,0,13.49323,127.4887,0.0,0.0,1.0
2428,0,15.07394,220.1149,0.0,1.0,0.0
9324,0,67.00686,124.9781,0.0,0.0,0.0
512,0,1.542556879,225.145743,1.0,1.0,0.0
7587,0,71.57202,202.4433,1.0,0.0,0.0
2547,1,1.740144,242.6573,1.0,0.0,1.0
7756,1,62.43485,252.624,1.0,0.0,0.0
1736,1,14.10031907,255.119794,1.0,0.0,0.0
9489,0,58.5608,114.9509,0.0,1.0,0.0
954,0,17.34243942,255.137219,1.0,0.0,0.0
3073,0,9.858242,162.4526,1.0,0.0,1.0
2148,0,4.564096,149.9378,0.0,0.0,0.0
563,0,5.204111135,147.456419,1.0,0.0,1.0
2796,0,13.47613,172.4885,1.0,0.0,0.0
112,0,3.174571918,159.951231,0.0,0.0,0.0
3448,0,10.50792,149.9621,1.0,1.0,0.0
7280,1,57.06138,242.6106,0.0,0.0,0.0
4389,0,15.95966,167.4847,0.0,0.0,1.0
3166,1,7.994351,129.9621,0.0,0.0,0.0
8946,1,59.12149,210.138,0.0,0.0,1.0
2332,0,8.970035,245.147,0.0,1.0,0.0
2961,0,9.561875,107.4806,0.0,0.0,0.0
5243,1,71.30457,162.4676,0.0,1.0,0.0
2967,1,6.249599,182.4608,1.0,1.0,0.0
330,0,9.734064703,200.132293,0.0,0.0,0.0
1841,0,2.111376258,129.976324,1.0,1.0,0.0
7186,0,51.30214,242.6281,0.0,0.0,0.0
9573,0,61.32712,142.4855,1.0,0.0,0.0
4142,0,24.94225,137.4392,1.0,0.0,0.0
7036,0,60.88815,210.1051,0.0,0.0,0.0
3889,0,20.66493,187.6094,0.0,0.0,0.0
8861,0,58.0434,139.9512,1.0,0.0,0.0
5950,0,66.17964,124.9607,0.0,0.0,0.0
8057,0,44.79567,107.4958,0.0,1.0,0.0
5556,0,51.17826,112.4551,1.0,0.0,1.0
3971,0,5.377803,242.6106,1.0,0.0,0.0
560,1,9.306233406,245.146969,0.0,0.0,0.0
8152,0,44.59709,137.4392,1.0,0.0,1.0
8533,1,55.55389,207.6094,1.0,1.0,0.0
8496,1,66.89948,184.961,0.0,1.0,0.0
8518,0,68.38161,147.4783,1.0,0.0,1.0
3833,0,7.413447,257.6549,0.0,0.0,0.0
5730,0,54.01225,79.97886,0.0,0.0,0.0
8037,0,69.22859,225.132,1.0,1.0,0.0
4730,0,14.86565,152.4441,0.0,1.0,0.0
8625,0,55.40614,230.1051,1.0,0.0,0.0
6256,0,71.44432,202.4433,0.0,1.0,0.0
8185,0,70.03794,137.4872,0.0,0.0,0.0
5442,0,49.96921,169.9447,1.0,0.0,0.0
7314,0,59.66552,230.1344,0.0,1.0,0.0
1494,0,7.608938235,167.484705,0.0,0.0,1.0
2394,0,5.533288,162.497,1.0,0.0,1.0
6144,0,66.95572,220.1185,0.0,0.0,1.0
5871,0,61.59822,152.4798,1.0,0.0,1.0
7177,0,56.87027,220.1323,0.0,0.0,0.0
5532,0,58.52603,197.4876,1.0,0.0,1.0
4901,0,2.696846,232.6228,1.0,0.0,0.0
1608,0,10.87372395,139.965008,1.0,1.0,0.0
7654,0,63.90452,182.4433,1.0,1.0,0.0
1327,0,5.696461819,169.937833,1.0,0.0,0.0
2725,0,2.972634,194.9744,0.0,0.0,0.0
1079,0,9.473751367,217.483972,0.0,0.0,0.0
6724,1,63.00385,127.4738,1.0,0.0,0.0
6720,0,66.60855,235.1555,1.0,0.0,1.0
5060,1,69.03413,139.9512,1.0,1.0,0.0
1046,1,4.486607929,187.484705,1.0,1.0,0.0
8536,0,69.64918,152.4441,1.0,1.0,0.0
3263,0,1.532436,124.9607,0.0,0.0,0.0
7737,0,54.67568,200.1323,0.0,1.0,0.0
8376,0,39.22782,202.65,1.0,0.0,0.0
6548,1,47.23415,245.175,1.0,1.0,0.0
4110,0,4.120579,162.4676,0.0,0.0,0.0
6861,0,38.65509,147.4421,1.0,0.0,0.0
6868,1,50.07213,207.4974,0.0,0.0,0.0
1830,0,6.57513059,242.628057,0.0,0.0,0.0
770,0,2.279259145,212.641455,0.0,0.0,0.0
8343,0,65.93469,117.472,1.0,1.0,0.0
2887,1,12.69289,114.9658,1.0,0.0,0.0
8687,1,49.71999,139.9678,1.0,0.0,0.0
4325,0,5.560793,162.4608,0.0,0.0,0.0
5936,0,71.16283,192.4404,0.0,0.0,0.0
9038,1,63.03296,179.9476,1.0,0.0,0.0
8643,0,50.95377,255.1665,0.0,1.0,0.0
5662,0,66.15315,159.9942,0.0,0.0,0.0
6161,0,56.56567,154.9618,0.0,0.0,0.0
6731,0,58.90864,150.0208,1.0,0.0,0.0
6973,0,57.94661,117.4858,0.0,0.0,0.0
7746,1,70.1175,230.1051,0.0,0.0,0.0
3145,0,7.713222,162.4982,1.0,0.0,0.0
604,0,14.46037646,139.95684,0.0,0.0,1.0
4024,0,15.19686,159.9794,1.0,0.0,0.0
85,0,2.358129018,139.95684,1.0,1.0,0.0
4369,0,16.60351,230.1051,1.0,0.0,1.0
579,0,5.884557067,229.993134,1.0,0.0,1.0
64,1,9.634946079,127.488728,0.0,0.0,0.0
3866,0,14.8386,117.4858,1.0,0.0,0.0
7595,0,68.64269,92.45514,1.0,0.0,0.0
4007,1,2.438513,139.9678,0.0,0.0,0.0
3662,0,7.863565,127.5112,0.0,0.0,1.0
7289,0,66.2968,164.9889,1.0,0.0,1.0
8135,0,71.12548,159.983,1.0,0.0,0.0
8604,0,67.11925,159.965,1.0,0.0,1.0
3650,0,12.38916,152.4579,1.0,0.0,0.0
6475,0,66.60339,134.9509,0.0,0.0,0.0
7814,0,51.74735,184.961,1.0,1.0,0.0
3059,0,7.032433,245.1283,1.0,1.0,0.0
1140,1,2.760208796,167.484705,1.0,0.0,0.0
4074,0,14.87243,174.9581,0.0,1.0,0.0
6317,0,65.08131,114.9728,0.0,0.0,0.0
4951,0,10.17149,214.9525,1.0,1.0,0.0
4476,0,5.892496,124.9781,0.0,0.0,0.0
5800,0,59.66274,112.4551,1.0,1.0,0.0
3495,0,1.253929,172.4742,0.0,0.0,1.0
3123,0,1.598975,204.961,1.0,0.0,1.0
6799,1,64.79346,242.6143,1.0,0.0,0.0
9710,0,51.9774,159.965,1.0,0.0,0.0
2196,1,4.418468,137.4836,1.0,0.0,1.0
397,1,9.797427154,142.499263,1.0,0.0,1.0
6108,0,55.42423,107.4958,1.0,0.0,0.0
9731,0,65.39241,137.4684,1.0,1.0,0.0
4682,0,7.820202,230.1344,0.0,0.0,0.0
8879,0,63.58076,114.9728,0.0,0.0,1.0
8857,0,55.48531,139.983,0.0,0.0,0.0
3004,0,3.255652,242.6281,0.0,0.0,0.0
9460,1,57.25068,134.9801,1.0,0.0,0.0
6796,0,57.2547,147.4893,0.0,0.0,1.0
79,0,9.677739656,127.495766,1.0,0.0,0.0
6833,0,48.37464,119.9568,0.0,0.0,1.0
1406,0,9.331730104,132.466002,1.0,0.0,1.0
1132,1,10.24058579,172.457857,0.0,0.0,0.0
7902,0,67.58811,222.65,0.0,0.0,1.0
2794,0,12.55315,182.447,1.0,0.0,0.0
6253,0,51.98679,162.4713,1.0,0.0,1.0
2203,0,4.029419,137.4836,0.0,0.0,0.0
9568,0,51.62267,147.4601,1.0,0.0,0.0
9597,0,60.30933,92.45514,1.0,0.0,0.0
7895,0,53.61209,117.4392,1.0,0.0,0.0
2876,0,16.48485,179.9476,1.0,0.0,0.0
4048,0,8.462764,104.9629,0.0,0.0,0.0
5781,0,60.82718,247.6647,1.0,1.0,0.0
3744,0,9.741749,162.4676,0.0,0.0,0.0
9937,0,57.20149,117.4835,0.0,1.0,0.0
8024,0,60.19463,152.4555,1.0,0.0,0.0
3789,0,2.555762,200.1652,0.0,0.0,0.0
2507,1,17.82124,119.9568,1.0,1.0,0.0
5972,0,49.60721,117.4392,1.0,0.0,0.0
1017,0,9.907505405,117.485813,0.0,0.0,0.0
4538,1,14.54834,159.9942,0.0,0.0,0.0
8282,1,52.58546,240.1149,0.0,1.0,0.0
3119,0,10.18298,225.1457,1.0,0.0,0.0
6445,0,58.7814,129.9915,1.0,0.0,1.0
8141,0,60.06981,152.4555,0.0,1.0,0.0
6917,0,58.45536,172.4871,0.0,1.0,0.0
7341,0,63.64732,172.4555,1.0,0.0,1.0
62,0,7.960490246,152.455519,0.0,0.0,0.0
5571,0,71.79134,162.4689,0.0,0.0,1.0
4687,0,11.89464,149.9707,0.0,0.0,1.0
4029,0,1.616979,139.9349,1.0,0.0,0.0
4436,1,8.209844,164.9853,0.0,0.0,0.0
9555,0,53.60799,147.4421,0.0,0.0,0.0
5804,0,69.74139,149.9598,0.0,0.0,1.0
7067,1,65.82346,197.4725,0.0,0.0,1.0
9304,1,71.50974,194.9525,0.0,0.0,0.0
5389,0,55.50904,127.4586,0.0,0.0,0.0
506,0,18.76976086,139.934918,0.0,1.0,0.0
3973,0,4.418665,152.4742,1.0,0.0,0.0
7915,0,58.06953,182.4608,0.0,0.0,0.0
8215,1,63.79124,220.1323,1.0,0.0,1.0
3417,1,3.944467,220.1149,0.0,1.0,0.0
1358,0,7.819783852,174.988208,1.0,0.0,0.0
3139,0,2.518069,177.6508,1.0,0.0,0.0
8364,0,63.59872,117.472,1.0,1.0,0.0
3464,1,5.099943,79.97886,0.0,1.0,0.0
6102,0,63.40077,172.4705,0.0,0.0,0.0
153,0,3.260462654,184.961033,0.0,0.0,0.0
5326,0,54.58835,169.9378,0.0,0.0,0.0
338,0,7.69213424,104.97808,1.0,0.0,1.0
4457,0,23.78115,124.9643,0.0,1.0,0.0
1908,0,3.390052702,210.151777,0.0,1.0,0.0
880,0,5.803901847,129.948316,1.0,0.0,0.0
5400,0,63.76818,149.9483,0.0,0.0,1.0
9307,0,67.75441,202.4433,1.0,0.0,0.0
3638,0,3.613491,204.9797,1.0,0.0,0.0
5240,0,69.55373,94.97283,0.0,0.0,1.0
1790,0,6.766267697,207.638588,0.0,0.0,0.0
1294,1,8.343625652,162.446995,1.0,0.0,0.0
6437,0,64.25103,107.482,1.0,0.0,1.0
6961,1,66.47977,242.6573,1.0,0.0,0.0
3327,0,7.685124,104.9781,0.0,0.0,0.0
6191,0,67.85251,129.9621,0.0,0.0,0.0
6829,0,43.10629,104.9923,1.0,0.0,0.0
9505,0,53.37805,125.0073,0.0,0.0,0.0
6510,1,54.61729,222.65,0.0,0.0,1.0
5225,1,60.89236,152.4579,1.0,0.0,0.0
425,0,7.218752772,230.105118,0.0,0.0,0.0
7495,1,64.30983,182.4433,1.0,0.0,0.0
844,0,6.588311936,149.977753,1.0,0.0,1.0
7457,0,66.89083,184.967,1.0,0.0,0.0
4786,0,21.39532,270.1604,0.0,0.0,1.0
9999,0,63.35086,217.484,1.0,0.0,0.0
8570,0,38.84886,117.4872,0.0,0.0,1.0
2195,0,2.201845,167.4564,0.0,1.0,0.0
866,0,5.541384803,242.61428,1.0,0.0,0.0
4123,0,6.468187,235.1555,0.0,1.0,0.0
8252,0,48.56433,194.9525,1.0,0.0,1.0
6465,0,57.01834,124.9643,0.0,0.0,1.0
4219,0,8.11277,174.991,0.0,0.0,0.0
9670,1,57.20402,114.9976,0.0,0.0,0.0
6828,1,53.02619,92.48802,0.0,1.0,0.0
8738,0,64.38287,152.509,1.0,0.0,1.0
8581,0,62.27601,147.4601,1.0,0.0,1.0
3997,0,5.018901,149.9621,1.0,0.0,0.0
2009,0,2.175619,139.965,1.0,0.0,0.0
2965,0,11.16749,127.4601,0.0,0.0,0.0
4115,0,9.710957,139.9678,1.0,0.0,0.0
1095,1,7.172070851,144.988941,0.0,1.0,0.0
2050,0,11.5352,172.4567,0.0,0.0,0.0
8563,1,49.11866,152.4624,1.0,0.0,0.0
9121,0,59.26713,179.9476,1.0,0.0,0.0
3336,0,5.881307,105.011,0.0,0.0,1.0
867,1,5.62805389,117.51525,1.0,0.0,0.0
5298,0,63.77494,124.9643,1.0,0.0,0.0
3575,0,4.10653,127.4601,1.0,0.0,0.0
3765,0,16.69091,169.9378,0.0,0.0,0.0
5635,0,65.29309,139.9512,0.0,0.0,1.0
925,0,4.245035615,164.985293,0.0,0.0,0.0
9949,0,52.62668,277.6375,0.0,0.0,1.0
8405,0,50.76631,162.5005,1.0,0.0,0.0
8244,0,70.89738,275.1336,0.0,0.0,1.0
1967,0,7.98560378,162.45383,1.0,1.0,0.0
4498,1,1.655301,117.4392,1.0,0.0,0.0
1441,0,1.550200335,162.471255,1.0,0.0,0.0
5536,1,65.41235,197.5169,0.0,0.0,0.0
8466,0,62.69829,267.6427,1.0,0.0,1.0
6303,0,46.8684,127.4421,1.0,0.0,1.0
4415,0,3.985217,149.9915,0.0,1.0,0.0
7871,0,50.97055,174.9744,0.0,0.0,0.0
4182,0,2.586551,197.6288,0.0,0.0,0.0
9296,0,43.5742,115.0021,0.0,0.0,0.0
5012,0,50.73425,142.5007,1.0,1.0,0.0
5342,1,52.3499,172.4555,0.0,0.0,0.0
8499,0,53.91114,149.9778,1.0,1.0,0.0
3136,0,9.372647,149.9845,0.0,1.0,0.0
6339,0,50.56908,132.466,0.0,1.0,0.0
6373,0,66.41154,192.4885,0.0,0.0,0.0
7637,0,55.55865,117.4392,1.0,0.0,1.0
7627,0,56.01076,154.9755,0.0,0.0,0.0
7159,0,68.40649,160.0122,1.0,0.0,0.0
281,0,1.586331702,129.948316,0.0,0.0,0.0
4192,0,4.109741,137.4836,0.0,1.0,0.0
7443,1,65.80384,267.6427,1.0,0.0,1.0
6523,0,60.09896,162.4689,1.0,0.0,0.0
7062,0,61.079,240.1149,0.0,0.0,0.0
7534,0,55.97115,160.0122,0.0,0.0,0.0
8983,0,50.55291,159.9476,0.0,1.0,0.0
1109,0,4.611940238,159.965008,1.0,0.0,0.0
3909,1,5.21614,214.9663,1.0,0.0,1.0
6032,1,68.93162,164.967,0.0,0.0,0.0
795,0,6.284107728,172.44408,1.0,0.0,0.0
2999,0,3.000251,235.1372,1.0,0.0,0.0
4063,0,19.46465,154.9755,1.0,1.0,0.0
3125,1,8.201372,245.147,0.0,0.0,0.0
4907,0,20.52701,164.9853,0.0,0.0,0.0
8530,0,66.85966,127.4586,0.0,0.0,0.0
6484,1,70.2223,217.4725,1.0,1.0,0.0
3342,0,18.16755,137.4698,1.0,0.0,0.0
1708,0,16.75283806,159.947583,0.0,0.0,0.0
9560,0,65.52213,197.4725,0.0,0.0,0.0
8644,0,41.88419,242.6326,0.0,0.0,0.0
6843,0,71.39564,149.9378,0.0,0.0,0.0
1398,0,17.12047934,139.934918,1.0,1.0,0.0
1985,1,8.69123648,169.937833,1.0,0.0,1.0
3469,0,27.12312,149.9598,1.0,0.0,1.0
7378,0,44.29563,174.9699,1.0,0.0,1.0
4857,0,5.111844,207.4811,0.0,1.0,0.0
631,0,19.17821675,207.609354,1.0,0.0,0.0
7479,0,69.02789,255.1336,0.0,0.0,0.0
4386,0,17.77264,139.965,1.0,0.0,1.0
7974,0,46.68593,192.4404,1.0,1.0,0.0
6946,0,45.59554,162.4833,1.0,0.0,0.0
3786,0,11.69762,169.9928,1.0,0.0,0.0
4878,0,6.093746,107.4806,1.0,0.0,1.0
410,0,3.778575882,184.979684,0.0,0.0,1.0
8140,0,60.77973,200.1185,0.0,1.0,0.0
4134,0,4.806626,142.4827,1.0,0.0,0.0
1258,1,8.255617012,225.145743,1.0,0.0,0.0
6146,0,49.40477,142.4526,0.0,1.0,0.0
8552,0,44.68507,124.9607,1.0,0.0,1.0
3761,0,12.80172,182.4676,1.0,0.0,0.0
7041,0,55.54569,92.45514,0.0,0.0,1.0
2924,0,2.224742,177.4876,0.0,0.0,1.0
4575,1,7.84461,137.4616,1.0,0.0,0.0
3695,1,3.992629,152.4742,0.0,0.0,0.0
6016,0,50.20686,179.9656,0.0,0.0,0.0
6610,0,38.7682,235.1372,0.0,0.0,0.0
8325,1,67.02374,127.4783,0.0,0.0,1.0
8919,1,65.32158,137.4392,1.0,0.0,1.0
7302,0,63.63211,159.9805,1.0,1.0,0.0
1325,1,4.44463064,245.131966,1.0,1.0,0.0
3331,0,23.18508,172.4705,1.0,1.0,0.0
4515,0,8.387889,174.9755,1.0,0.0,0.0
1091,1,18.97328429,182.467607,1.0,0.0,0.0
6346,0,37.86885,187.6094,1.0,1.0,0.0
2337,0,3.399281,107.5286,1.0,0.0,0.0
4376,0,6.708628,197.4702,0.0,0.0,1.0
7686,0,69.13737,242.6326,0.0,1.0,0.0
6565,0,56.86558,222.6792,1.0,1.0,0.0
1816,0,7.179893502,134.950905,0.0,0.0,1.0
69,1,2.203859443,200.132293,0.0,0.0,0.0
9141,0,66.80646,114.9509,0.0,0.0,0.0
9843,0,56.01484,184.9647,1.0,0.0,0.0
5927,0,65.06381,137.4872,0.0,1.0,0.0
9065,0,63.59084,184.9634,0.0,1.0,0.0
8116,0,63.71108,242.6326,0.0,0.0,0.0
1715,1,9.324505434,182.460772,0.0,0.0,1.0
2405,0,1.813049,192.4404,1.0,0.0,0.0
7594,0,63.52797,207.6094,1.0,0.0,0.0
1213,0,4.005780287,157.469817,0.0,0.0,1.0
6304,0,68.17349,112.4844,1.0,0.0,1.0
1135,0,8.721905501,252.637807,0.0,0.0,0.0
7301,0,64.9277,182.4608,0.0,0.0,1.0
3954,0,8.525122,127.4887,0.0,0.0,0.0
1609,0,11.21152941,262.610632,0.0,1.0,0.0
7730,0,70.43313,172.4871,0.0,1.0,0.0
3817,0,2.440105,160.0122,1.0,1.0,0.0
921,0,8.277054038,149.944668,1.0,0.0,1.0
2738,0,6.512117,232.6228,0.0,1.0,0.0
3206,1,10.49454,174.9919,0.0,1.0,0.0
5182,0,66.13511,127.4421,0.0,1.0,0.0
8293,0,64.37488,177.6508,1.0,0.0,1.0
1719,0,10.68004106,154.975543,1.0,0.0,0.0
38,0,9.847563364,184.964681,0.0,0.0,1.0
2308,1,2.130946,245.147,1.0,1.0,0.0
8661,0,46.63416,182.4608,1.0,0.0,0.0
6831,0,62.21509,175.1331,0.0,0.0,0.0
4273,0,7.816831,182.4433,0.0,0.0,0.0
4863,0,12.9765,149.9598,0.0,0.0,1.0
3476,0,10.89627,204.961,1.0,0.0,0.0
5514,0,67.19559,127.525,0.0,0.0,0.0
9553,0,68.03445,159.9349,0.0,0.0,0.0
8002,0,70.11749,139.983,0.0,0.0,0.0
9583,0,62.35684,147.4564,1.0,0.0,0.0
2981,0,2.251237,245.147,0.0,1.0,0.0
2652,0,4.812563,172.4885,0.0,0.0,0.0
2234,0,2.649474,184.9634,1.0,0.0,0.0
8256,0,52.87464,182.447,1.0,0.0,0.0
9376,0,42.74967,104.9923,1.0,0.0,1.0
1635,0,25.55038197,200.165175,0.0,0.0,0.0
2453,0,5.395611,230.1051,0.0,0.0,1.0
554,0,11.40192641,127.460067,0.0,0.0,0.0
784,0,2.968358466,114.950905,1.0,0.0,0.0
9511,0,62.28135,127.4738,1.0,0.0,0.0
2685,0,4.534721,172.4555,1.0,1.0,0.0
104,0,22.79214163,204.963371,1.0,0.0,0.0
5139,0,58.83809,242.6326,1.0,0.0,1.0
8954,0,69.30616,147.4738,1.0,0.0,0.0
77,0,20.13981517,149.937833,1.0,0.0,1.0
7562,1,41.90646,190.127,1.0,0.0,0.0
6094,0,58.62812,162.4526,1.0,0.0,0.0
7440,0,58.79677,124.9643,0.0,0.0,0.0
4751,1,5.792269,144.9607,0.0,0.0,0.0
3570,0,10.8378,125.0073,1.0,1.0,0.0
5453,0,38.28807,169.9671,0.0,0.0,0.0
8657,0,71.84893,177.4876,1.0,0.0,1.0
6786,0,64.56952,114.9509,1.0,0.0,0.0
7831,0,47.81985,184.967,1.0,0.0,0.0
2612,0,14.86158,159.9512,1.0,0.0,0.0
7219,0,66.84316,202.4433,0.0,0.0,0.0
7560,0,62.00464,169.9741,0.0,1.0,0.0
7651,1,60.49976,144.9607,0.0,0.0,0.0
9368,0,71.96367,92.5018,0.0,0.0,1.0
7485,0,59.16562,219.9902,1.0,0.0,0.0
3529,0,19.28984,179.9476,0.0,0.0,1.0
2024,0,10.47338,104.9781,1.0,0.0,1.0
4223,0,16.61624,232.6228,0.0,0.0,0.0
940,0,5.915225146,182.443347,0.0,1.0,0.0
1004,0,9.188837964,132.479779,1.0,0.0,0.0
2975,1,6.039499,124.9607,1.0,0.0,1.0
2388,0,9.388962,107.482,0.0,0.0,0.0
3527,0,4.380312,232.6228,0.0,0.0,0.0
3890,0,15.39326,132.466,1.0,1.0,0.0
5547,0,51.32084,119.9897,1.0,0.0,0.0
7998,0,67.72471,117.4686,1.0,1.0,0.0
7349,0,44.92225,210.1518,1.0,0.0,0.0
6499,0,66.38881,230.1051,1.0,0.0,0.0
6638,0,68.86592,159.9656,1.0,0.0,0.0
9959,0,43.47717,162.4526,1.0,1.0,0.0
3297,1,3.088732,92.45514,0.0,0.0,0.0
8488,0,61.35418,140.0049,1.0,0.0,0.0
7081,1,66.82276,152.4742,0.0,0.0,0.0
2440,0,7.633753,184.9785,1.0,0.0,1.0
8806,1,70.7555,255.1336,0.0,0.0,1.0
4684,0,10.06351,267.6647,0.0,0.0,1.0
7320,1,71.27541,149.9845,1.0,0.0,1.0
1456,1,14.26615817,127.473844,0.0,0.0,0.0
6472,0,67.73639,222.6326,1.0,0.0,0.0
4691,0,8.675197,190.127,0.0,0.0,0.0
5169,0,69.17356,157.4698,0.0,1.0,0.0
4375,1,9.51775,200.1323,1.0,0.0,1.0
237,0,9.405224809,194.966286,0.0,1.0,0.0
5402,1,67.89759,175.0062,0.0,0.0,0.0
1211,1,5.550110436,187.656013,0.0,0.0,0.0
2786,0,4.761845,132.466,0.0,0.0,0.0
8955,1,51.53504,182.4653,1.0,0.0,1.0
5801,1,58.50278,104.9629,0.0,0.0,0.0
6635,0,70.36489,162.4676,1.0,0.0,0.0
9322,0,71.26977,132.466,1.0,0.0,0.0
1334,0,4.777862937,164.985293,1.0,1.0,0.0
8999,0,64.61898,129.9763,0.0,1.0,0.0
7719,0,69.54666,159.9349,1.0,0.0,0.0
8383,0,65.24225,124.9607,1.0,0.0,1.0
583,0,7.931439645,204.963371,1.0,0.0,1.0
1101,0,8.279774899,142.500692,1.0,1.0,0.0
6607,0,70.76841,207.4673,0.0,0.0,0.0
3449,0,9.62756,129.9926,1.0,0.0,0.0
2366,0,1.582585,174.9699,0.0,0.0,0.0
6884,0,58.09125,137.4686,0.0,0.0,0.0
5856,0,67.29466,114.9838,1.0,0.0,0.0
9677,1,54.17218,117.4392,0.0,1.0,0.0
2307,0,13.8206,119.9568,1.0,0.0,0.0
834,0,6.28842083,169.944668,1.0,0.0,0.0
